pw0	pw1	weight	features
One carbon pool by folate PAO1	Terpenoid backbone biosynthesis PAO1	1	1.0
Aminoglycoside resistance, protease FtsH	Valine, leucine and isoleucine degradation PAO1	1	102.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Lipopolysaccharide biosynthesis PAO1	1	293.0
Fatty acid biosynthesis PAO1	Glutamate/aspartate transport system	1	150.0
Imipenem resistance, repression of porin OprD	Pentose phosphate pathway PAO1	1	84.0
Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	Type VI secretion system	1	175.0
NitT/TauT family transport system	Pentose phosphate pathway PAO1	1	299.0
Butanoate metabolism PAO1	Type II general secretion pathway	1	158.0
2-Oxocarboxylic acid metabolism PAO1	Peptidoglycan biosynthesis PAO1	1	6.0
Glycine, serine and threonine metabolism PAO1	Phenylalanine metabolism PAO1	1	225.0
Phosphonate and phosphinate metabolism PAO1	Type VI secretion system	1	237.0
Degradation of aromatic compounds PAO1	Histidine metabolism PAO1	1	261.0
F-type ATPase, prokaryotes and chloroplasts	Ribosome PAO1	1	285.0
Fatty acid biosynthesis, elongation	Type VI secretion system	1	177.0
Fatty acid degradation PAO1	Glycine, serine and threonine metabolism PAO1	1	159.0
Tyrosine metabolism PAO1	Zinc transport system	1	38.0
Arginine and proline metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	102.0
Fatty acid biosynthesis PAO1	Iron complex transport system	1	251.0
Arginine biosynthesis PAO1	One carbon pool by folate PAO1	1	161.0
Macrolide resistance, MacAB-TolC transporter	Propanoate metabolism PAO1	1	175.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Tryptophan metabolism PAO1	1	163.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Imipenem resistance, repression of porin OprD	1	84.0
Hemophore/metalloprotease transport system	Pentose phosphate pathway PAO1	1	175.0
Alanine, aspartate and glutamate metabolism PAO1	Macrolide resistance, MacAB-TolC transporter	1	225.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Pyrimidine metabolism PAO1	1	8.0
Degradation of aromatic compounds PAO1	Phospholipid transport system	1	130.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Type VI secretion system	1	7.0
Putrescine transport system	beta-Lactam resistance PAO1	1	199.0
Glycine betaine/proline transport system	Quorum sensing PAO1	1	159.0
Ribosome, bacteria	Streptomycin biosynthesis PAO1	1	270.0
Glycolysis / Gluconeogenesis PAO1	Pyrimidine metabolism PAO1	1	0.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Ribosome PAO1	1	130.0
Styrene degradation PAO1	Type VI secretion system	1	201.0
Cysteine and methionine metabolism PAO1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1	15.0
Alanine, aspartate and glutamate metabolism PAO1	Aminoacyl-tRNA biosynthesis, prokaryotes	1	84.0
2-Oxocarboxylic acid metabolism PAO1	Type VI secretion system	1	237.0
Pentose phosphate pathway PAO1	Pyruvate metabolism PAO1	1	61.0
Degradation of aromatic compounds PAO1	Glutamate/aspartate transport system	1	128.0
Amino sugar and nucleotide sugar metabolism PAO1	Type III secretion system	1	119.0
Arginine and proline metabolism PAO1	Benzoate degradation PAO1	1	128.0
Putrescine transport system	Quorum sensing PAO1	1	255.0
Aminoacyl-tRNA biosynthesis PAO1	Methane metabolism PAO1	1	31.0
One carbon pool by folate PAO1	Riboflavin metabolism PAO1	1	297.0
Fatty acid biosynthesis PAO1	Methane metabolism PAO1	1	31.0
Bacterial chemotaxis PAO1	Multidrug resistance, efflux pump TriABC-TolC	1	29.0
Amino sugar and nucleotide sugar metabolism PAO1	Denitrification, nitrate => nitrogen	1	119.0
Glycolysis / Gluconeogenesis PAO1	Valine, leucine and isoleucine degradation PAO1	1	259.0
Iron complex transport system	Tetrahydrofolate biosynthesis, GTP => THF	1	176.0
Pyrimidine metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	256.0
RNA degradation PAO1	Valine, leucine and isoleucine degradation PAO1	1	82.0
Ribosome, bacteria	Type II general secretion pathway	1	127.0
Glycine betaine/proline transport system	Zinc transport system	1	159.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Propanoate metabolism PAO1	1	151.0
Alanine, aspartate and glutamate metabolism PAO1	Propanoate metabolism PAO1	1	173.0
Glycolysis / Gluconeogenesis PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	158.0
Arginine and proline metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	282.0
Peptidoglycan biosynthesis PAO1	Starch and sucrose metabolism PAO1	1	190.0
Citrate cycle (TCA cycle) PAO1	Glutamate/aspartate transport system	1	150.0
Phosphate transport system	Ribosome PAO1	1	63.0
2-Oxocarboxylic acid metabolism PAO1	Methane metabolism PAO1	1	31.0
2-Oxocarboxylic acid metabolism PAO1	Cysteine and methionine metabolism PAO1	1	31.0
Glycine, serine and threonine metabolism PAO1	Pyrimidine metabolism PAO1	1	15.0
Alanine, aspartate and glutamate metabolism PAO1	beta-Lactam resistance PAO1	1	199.0
Citrate cycle (TCA cycle, Krebs cycle)	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	150.0
Bacterial chemotaxis PAO1	Ribosome PAO1	1	294.0
Hemophore/metalloprotease transport system	Oxidative phosphorylation PAO1	1	105.0
Aminobenzoate degradation PAO1	Multidrug resistance, efflux pump TriABC-TolC	1	279.0
Alanine, aspartate and glutamate metabolism PAO1	Cytochrome c oxidase, cbb3-type	1	291.0
Oxidative phosphorylation PAO1	Type II general secretion pathway	1	163.0
2-Oxocarboxylic acid metabolism PAO1	Phosphate transport system	1	237.0
Cytochrome c oxidase, cbb3-type	Nitrogen metabolism PAO1	1	82.0
Alanine, aspartate and glutamate metabolism PAO1	Pentose phosphate pathway PAO1	1	84.0
Porphyrin and chlorophyll metabolism PAO1	Riboflavin metabolism PAO1	1	297.0
Iron complex transport system	Lipopolysaccharide biosynthesis PAO1	1	176.0
Citrate cycle (TCA cycle, Krebs cycle)	Iron complex transport system	1	8.0
Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pentose phosphate pathway PAO1	1	15.0
Glutamate/aspartate transport system	Glycine, serine and threonine metabolism PAO1	1	224.0
Phenazine biosynthesis PAO1	Putrescine transport system	1	255.0
Alanine, aspartate and glutamate metabolism PAO1	Arginine/ornithine transport system	1	245.0
2-Oxocarboxylic acid metabolism PAO1	Nitrogen metabolism PAO1	1	237.0
Bacterial chemotaxis PAO1	Cationic antimicrobial peptide (CAMP) resistance PAO1	1	50.0
Ribosome PAO1	Type VI secretion system	1	5.0
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Quorum sensing PAO1	1	7.0
Histidine metabolism PAO1	Styrene degradation PAO1	1	39.0
Glycolysis / Gluconeogenesis PAO1	Protein export PAO1	1	6.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Citrate cycle (TCA cycle) PAO1	1	53.0
Phenazine biosynthesis PAO1	beta-Lactam resistance PAO1	1	273.0
Arginine biosynthesis PAO1	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	1	175.0
Lipopolysaccharide biosynthesis PAO1	One carbon pool by folate PAO1	1	1.0
Putative polar amino acid transport system	Valine, leucine and isoleucine biosynthesis PAO1	1	288.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Imipenem resistance, repression of porin OprD	1	84.0
Iron(III) transport system	Pentose phosphate pathway PAO1	1	84.0
Amino sugar and nucleotide sugar metabolism PAO1	Bacterial chemotaxis PAO1	1	241.0
Flagellar assembly PAO1	Glycolysis / Gluconeogenesis PAO1	1	41.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Degradation of aromatic compounds PAO1	1	261.0
Mismatch repair PAO1	Oxidative phosphorylation PAO1	1	150.0
Cysteine and methionine metabolism PAO1	Pyrimidine metabolism PAO1	1	15.0
Citrate cycle (TCA cycle) PAO1	Protein export PAO1	1	6.0
Methane metabolism PAO1	Propanoate metabolism PAO1	1	234.0
Aminoacyl-tRNA biosynthesis PAO1	Fatty acid biosynthesis PAO1	1	31.0
Bacterial chemotaxis PAO1	Fatty acid metabolism PAO1	1	269.0
Phospholipid transport system	Ribosome, bacteria	1	130.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	gamma-Hexachlorocyclohexane transport system	1	39.0
Glutamate/aspartate transport system	Valine, leucine and isoleucine biosynthesis PAO1	1	288.0
Iron complex transport system	RNA degradation PAO1	1	8.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Dipeptide transport system	1	82.0
Fatty acid biosynthesis PAO1	Zinc transport system	1	251.0
Iron(III) transport system	Pyrimidine metabolism PAO1	1	8.0
Alanine, aspartate and glutamate metabolism PAO1	Lipopolysaccharide biosynthesis PAO1	1	176.0
2-Oxocarboxylic acid metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	250.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Putrescine transport system	1	128.0
Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	Type III secretion system	1	175.0
Fatty acid degradation PAO1	Quorum sensing PAO1	1	159.0
Purine metabolism PAO1	Terpenoid backbone biosynthesis PAO1	1	1.0
Arginine biosynthesis PAO1	Peptidoglycan biosynthesis PAO1	1	29.0
Aminoacyl-tRNA biosynthesis, prokaryotes	Citrate cycle (TCA cycle) PAO1	1	294.0
Glyoxylate and dicarboxylate metabolism PAO1	Phospholipid transport system	1	193.0
Glycine, serine and threonine metabolism PAO1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1	15.0
Hemophore/metalloprotease transport system	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	1	175.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Porphyrin and chlorophyll metabolism PAO1	1	230.0
2-Oxocarboxylic acid metabolism PAO1	Sulfur metabolism PAO1	1	84.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Denitrification, nitrate => nitrogen	1	13.0
Aminobenzoate degradation PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	130.0
Arginine biosynthesis PAO1	gamma-Hexachlorocyclohexane transport system	1	29.0
Aminobenzoate degradation PAO1	Tyrosine metabolism PAO1	1	234.0
Styrene degradation PAO1	gamma-Hexachlorocyclohexane transport system	1	39.0
Citrate cycle (TCA cycle, Krebs cycle)	Mismatch repair PAO1	1	150.0
Cysteine and methionine metabolism PAO1	Pentose phosphate pathway PAO1	1	15.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Sulfur metabolism PAO1	1	84.0
Nitrogen metabolism PAO1	Pentose phosphate pathway PAO1	1	161.0
Phosphonate and phosphinate metabolism PAO1	Pyrimidine metabolism PAO1	1	111.0
Peptidoglycan biosynthesis PAO1	Purine metabolism PAO1	1	6.0
Hemophore/metalloprotease transport system	Type III secretion system	1	175.0
Bacterial chemotaxis PAO1	Phosphate transport system	1	237.0
Amino sugar and nucleotide sugar metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	159.0
Dipeptide transport system	Putative polar amino acid transport system	1	173.0
Alanine, aspartate and glutamate metabolism PAO1	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	1	291.0
Arginine biosynthesis PAO1	Multidrug resistance, efflux pump TriABC-TolC	1	29.0
Fructose and mannose metabolism PAO1	RNA degradation PAO1	1	77.0
Phosphonate and phosphinate metabolism PAO1	Tyrosine metabolism PAO1	1	214.0
Lysine degradation PAO1	Type VI secretion system	1	232.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Phenazine biosynthesis PAO1	1	291.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	230.0
Glycolysis / Gluconeogenesis PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	158.0
Pentose phosphate pathway PAO1	Urea transport system	1	230.0
Amino sugar and nucleotide sugar metabolism PAO1	Zinc transport system	1	159.0
Alanine, aspartate and glutamate metabolism PAO1	Iron(III) transport system	1	84.0
Histidine metabolism PAO1	Ribosome, bacteria	1	39.0
Ribosome PAO1	Spermidine/putrescine transport system	1	285.0
Biotin metabolism PAO1	Tyrosine metabolism PAO1	1	157.0
Phenylalanine metabolism PAO1	Tryptophan metabolism PAO1	1	201.0
Aminobenzoate degradation PAO1	Pyrimidine metabolism PAO1	1	256.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	163.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	261.0
Lipopolysaccharide biosynthesis PAO1	Pyrimidine metabolism PAO1	1	1.0
Biotin metabolism PAO1	beta-Lactam resistance PAO1	1	68.0
Citrate cycle (TCA cycle, Krebs cycle)	Macrolide resistance, MacAB-TolC transporter	1	8.0
Fatty acid biosynthesis PAO1	Peptidoglycan biosynthesis PAO1	1	251.0
2-Oxocarboxylic acid metabolism PAO1	Alanine, aspartate and glutamate metabolism PAO1	1	84.0
Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Valine, leucine and isoleucine degradation PAO1	1	291.0
Methane metabolism PAO1	Vanadium resistance, efflux pump MexGHI-OpmD	1	261.0
Arginine biosynthesis PAO1	Thiamine metabolism PAO1	1	15.0
Aminobenzoate degradation PAO1	Glutamate/aspartate transport system	1	128.0
Aminobenzoate degradation PAO1	Glycolysis / Gluconeogenesis PAO1	1	158.0
Citrate cycle (TCA cycle) PAO1	Starch and sucrose metabolism PAO1	1	116.0
Type III secretion system	Type VI secretion system	1	175.0
Flagellar assembly PAO1	Phosphonate and phosphinate metabolism PAO1	1	237.0
Fatty acid degradation PAO1	Valine, leucine and isoleucine biosynthesis PAO1	1	42.0
Arginine and proline metabolism PAO1	Porphyrin and chlorophyll metabolism PAO1	1	282.0
Glycolysis / Gluconeogenesis PAO1	Nitrogen metabolism PAO1	1	259.0
NitT/TauT family transport system	gamma-Hexachlorocyclohexane transport system	1	280.0
Propanoate metabolism PAO1	Type II general secretion pathway	1	158.0
Multidrug resistance, efflux pump MexPQ-OpmE	Type VI secretion system	1	269.0
Porphyrin and chlorophyll metabolism PAO1	Valine, leucine and isoleucine degradation PAO1	1	230.0
Porphyrin and chlorophyll metabolism PAO1	Putative polar amino acid transport system	1	288.0
Citrate cycle (TCA cycle) PAO1	Thiamine metabolism PAO1	1	0.0
Citrate cycle (TCA cycle) PAO1	Macrolide resistance, MacAB-TolC transporter	1	8.0
Fatty acid biosynthesis PAO1	Leucine degradation, leucine => acetoacetate + acetyl-CoA	1	150.0
Nitrogen metabolism PAO1	Oxidative phosphorylation PAO1	1	201.0
Phospholipid transport system	beta-Lactam resistance PAO1	1	199.0
Oxidative phosphorylation PAO1	Styrene degradation PAO1	1	201.0
Aminobenzoate degradation PAO1	Putrescine transport system	1	128.0
Iron(III) transport system	Sulfur metabolism PAO1	1	84.0
Cysteine and methionine metabolism PAO1	Fatty acid biosynthesis PAO1	1	31.0
Porphyrin and chlorophyll metabolism PAO1	Sulfur metabolism PAO1	1	288.0
Benzoate degradation PAO1	Methane metabolism PAO1	1	261.0
Cationic antimicrobial peptide (CAMP) resistance PAO1	Phosphate transport system	1	121.0
Folate biosynthesis PAO1	Purine metabolism PAO1	1	1.0
Butanoate metabolism PAO1	Glycolysis / Gluconeogenesis PAO1	1	158.0
Nitrogen metabolism PAO1	beta-Alanine metabolism PAO1	1	106.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Glycerolipid metabolism PAO1	1	266.0
Cyanoamino acid metabolism PAO1	Fatty acid metabolism PAO1	1	70.0
Fatty acid metabolism PAO1	Flagellar assembly PAO1	1	292.0
Bacterial secretion system PAO1	Methane metabolism PAO1	1	196.0
Biosynthesis of siderophore group nonribosomal peptides PAO1	Type VI secretion system	1	153.0
Citrate cycle (TCA cycle) PAO1	Valine, leucine and isoleucine degradation PAO1	1	256.0
C5-Branched dibasic acid metabolism PAO1	Flagellar assembly PAO1	1	292.0
Aminobenzoate degradation PAO1	Flagellar assembly PAO1	1	130.0
Phosphate transport system	Type VI secretion system	1	237.0
Porphyrin and chlorophyll metabolism PAO1	Purine metabolism PAO1	1	297.0
Cytochrome c oxidase, cbb3-type	Tryptophan metabolism PAO1	1	292.0
Cyanoamino acid metabolism PAO1	Glycine, serine and threonine metabolism PAO1	1	282.0
Fatty acid metabolism PAO1	Glyoxylate and dicarboxylate metabolism PAO1	1	292.0
F-type ATPase, prokaryotes and chloroplasts	Spermidine/putrescine transport system	1	285.0
Benzoate degradation PAO1	Biosynthesis of siderophore group nonribosomal peptides PAO1	1	128.0
